City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Muscat,OM,23.6139,58.5922,84.22,50,2,3.47,clear sky
469,Saint-Joseph,RE,-21.3667,55.6167,70.16,84,3,6.55,clear sky
470,Kavieng,PG,-2.5744,150.7967,82.22,75,63,6.98,broken clouds
471,Bull Savanna,JM,17.8868,-77.5902,82.2,64,79,8.88,broken clouds
472,Sehithwa,BW,-20.4667,22.7167,70.43,55,0,17.0,clear sky
473,Nacozari,MX,25.3366,-108.2574,98.11,48,6,11.03,clear sky
474,Karlskoga,SE,59.3267,14.5239,51.12,84,92,11.3,overcast clouds
475,Cerano,MX,20.1167,-101.3833,76.77,46,23,2.21,few clouds
476,Vao,NC,-22.6667,167.4833,69.78,63,3,13.06,clear sky
477,Twentynine Palms,US,34.1356,-116.0542,84.06,16,0,3.0,clear sky
478,Dingle,PH,10.9995,122.6711,76.73,92,93,9.51,overcast clouds
479,Kovdor,RU,67.5662,30.4758,44.82,99,100,0.83,overcast clouds
480,Ngaoundere,CM,7.3167,13.5833,64.94,96,100,3.06,overcast clouds
481,Sergeyevka,KZ,53.88,67.4158,31.37,64,17,6.24,few clouds
482,Bose,IT,45.4612,8.0137,52.74,83,0,4.54,clear sky
483,Areosa,PT,41.7178,-8.8571,71.24,55,67,5.93,broken clouds
484,Ikot Ekpene,NG,5.1794,7.7108,73.29,96,100,1.28,overcast clouds
485,Nouakchott,MR,18.0858,-15.9785,80.53,63,0,19.44,clear sky
486,Tumut,AU,-35.3,148.2167,41.99,92,96,0.78,overcast clouds
487,Taoudenni,ML,22.6783,-3.9836,93.96,9,68,7.27,broken clouds
488,Seoul,KR,37.5683,126.9778,56.8,82,0,5.75,clear sky
489,Teahupoo,PF,-17.8333,-149.2667,78.76,75,72,8.48,broken clouds
490,Zorritos,PE,-3.6805,-80.6782,71.89,78,39,12.17,scattered clouds
491,Gushikawa,JP,26.3544,127.8686,82.4,85,20,16.11,light rain
492,Lakes Entrance,AU,-37.8811,147.981,43.57,88,18,8.5,few clouds
493,Severo-Kurilsk,RU,50.6789,156.125,47.84,94,100,27.76,moderate rain
494,Vangaindrano,MG,-23.35,47.6,68.95,88,67,5.28,broken clouds
495,San Patricio,US,28.017,-97.5169,95.68,58,53,20.87,broken clouds
496,Antofagasta,CL,-23.65,-70.4,68.22,60,10,9.15,clear sky
497,Great Bend,US,38.3645,-98.7648,56.97,93,90,5.75,moderate rain
498,Luanda,AO,-8.8368,13.2343,75.2,78,40,6.91,scattered clouds
499,Tazovskiy,RU,67.4667,78.7,28.31,76,43,15.88,scattered clouds
500,Saeby,DK,57.3319,10.5225,50.97,78,100,13.11,light rain
501,Tura,IN,25.5198,90.2201,73.76,86,5,3.67,clear sky
502,Lorengau,PG,-2.0226,147.2712,81.48,75,99,3.2,overcast clouds
503,Sangar,RU,63.9242,127.4739,34.11,98,100,6.29,light rain
504,Ilulissat,GL,69.2167,-51.1,32.02,86,40,2.3,scattered clouds
505,Sovetskiy,RU,61.3614,63.5842,28.72,57,10,4.27,clear sky
506,Yidu,CN,24.1614,115.1328,72.37,89,97,7.65,overcast clouds
507,Ostersund,SE,63.1792,14.6357,43.25,93,75,9.22,broken clouds
508,Rantauprapat,ID,2.1,99.8333,72.3,91,100,2.95,overcast clouds
509,Nauta,PE,-4.5061,-73.5757,90.9,54,42,2.13,scattered clouds
510,Balkhash,KZ,46.844,74.9804,46.67,65,92,16.35,overcast clouds
511,Edd,ER,13.9297,41.6925,89.13,65,100,8.63,overcast clouds
512,Zalari,RU,53.5584,102.5065,36.46,75,21,1.79,few clouds
513,Takhtamygda,RU,54.1,123.5667,30.67,82,2,2.35,clear sky
514,Chara,RU,56.9064,118.2631,26.8,68,20,3.38,few clouds
515,Kirakira,SB,-10.4544,161.9205,79.7,82,87,3.53,overcast clouds
516,Goderich,CA,43.7501,-81.7165,68.32,83,99,12.66,overcast clouds
517,Nyagan,RU,62.1406,65.3936,28.62,64,8,4.56,clear sky
518,Chaozhou,CN,23.6651,116.6379,76.86,79,41,6.26,scattered clouds
519,Abu Samrah,SY,35.3029,37.1841,73.45,24,37,4.52,scattered clouds
520,Bathsheba,BB,13.2167,-59.5167,83.01,78,40,19.57,scattered clouds
521,Ust-Ishim,RU,57.6935,71.1665,27.64,72,10,2.59,clear sky
522,Kuala Terengganu,MY,5.3302,103.1408,78.75,100,20,3.44,few clouds
523,Xinzhi,CN,36.4989,111.7047,47.62,69,85,0.98,overcast clouds
524,Harindanga,IN,22.0383,88.3214,84.18,83,72,5.06,broken clouds
525,Lugovoy,KZ,42.9472,72.7644,40.39,64,53,7.0,broken clouds
526,Tigil,RU,57.8,158.6667,31.44,87,54,5.64,broken clouds
527,Vilhena,BR,-12.7406,-60.1458,89.82,45,20,11.5,few clouds
528,Ambon,ID,-3.6954,128.1814,77.14,88,20,5.75,few clouds
529,Singaraja,ID,-8.112,115.0882,74.97,80,60,5.91,broken clouds
530,Athabasca,CA,54.7169,-113.2854,48.02,40,100,14.5,overcast clouds
531,Dharchula,IN,29.85,80.5333,63.03,55,0,5.88,clear sky
532,Coahuayana,MX,18.7333,-103.6833,92.68,69,100,4.83,overcast clouds
533,Zephyrhills,US,28.2336,-82.1812,87.91,53,1,8.05,clear sky
534,Cape Coast,GH,5.1053,-1.2466,76.73,91,96,12.15,moderate rain
535,Jaguarari,BR,-10.2639,-40.1958,80.98,27,47,3.91,scattered clouds
536,Te Anau,NZ,-45.4167,167.7167,40.69,98,100,2.39,light rain
537,Bilma,NE,18.6853,12.9164,85.71,10,21,7.72,few clouds
538,Saint-Francois,FR,46.4154,3.9054,45.84,92,3,2.3,mist
539,Waipawa,NZ,-41.4122,175.5153,57.45,67,24,7.25,few clouds
540,Shenjiamen,CN,29.9576,122.298,77.13,85,0,8.55,clear sky
541,Richards Bay,ZA,-28.783,32.0377,62.42,62,76,5.35,broken clouds
542,Taft,IR,31.7471,54.2088,53.55,33,0,4.61,clear sky
543,Sola,VU,-13.8833,167.55,83.07,84,75,5.75,broken clouds
544,Bilibino,RU,68.0546,166.4372,-1.37,100,93,2.82,overcast clouds
545,Kapit,MY,2.0167,112.9333,75.69,93,98,0.29,overcast clouds
546,Centralia,US,46.7162,-122.9543,59.94,82,1,0.0,clear sky
547,Sorong,ID,-0.8833,131.25,79.32,84,100,5.53,overcast clouds
548,Egvekinot,RU,66.3167,-179.1667,19.38,86,98,8.68,overcast clouds
549,Tarakan,ID,3.3,117.6333,80.1,89,40,4.61,scattered clouds
550,Daniel Flores,CR,9.3355,-83.6694,75.25,90,76,2.42,broken clouds
551,Staunton,US,38.1496,-79.0717,69.08,67,90,1.99,overcast clouds
552,Non Sung,TH,15.1801,102.2569,80.98,89,100,4.76,overcast clouds
553,Muros,ES,42.7762,-9.0603,63.09,61,0,12.68,clear sky
554,Fort Frances,CA,48.5999,-93.4003,55.62,100,90,8.05,thunderstorm with rain
555,Malatya,TR,38.5,38.0,44.65,49,0,3.44,clear sky
556,Ugoofaaru,MV,5.6667,73.0,83.01,77,72,17.85,broken clouds
557,Foumban,CM,5.7291,10.9001,63.5,96,100,2.01,overcast clouds
558,Ferme-Neuve,CA,46.7001,-75.4493,60.58,94,100,6.24,overcast clouds
559,Tahe,CN,52.3333,124.7333,28.71,90,2,5.28,clear sky
560,Bouillon,BE,49.7932,5.067,48.76,94,86,3.44,overcast clouds
561,Boa Vista,BR,2.8197,-60.6733,85.98,70,75,10.36,broken clouds
562,Vestmannaeyjar,IS,63.4427,-20.2734,43.23,71,60,14.9,broken clouds
563,Panjab,AF,34.388,67.0233,30.18,54,0,5.59,clear sky
564,Broome,US,42.2506,-75.833,68.58,76,90,1.01,overcast clouds
565,Olafsvik,IS,64.8945,-23.7142,40.15,60,24,0.83,few clouds
566,Jesup,US,31.6074,-81.8854,84.22,61,75,0.0,broken clouds
567,Safford,US,32.834,-109.7076,77.92,16,1,16.11,clear sky
568,La Baule-Escoublac,FR,47.2922,-2.364,58.87,90,4,6.91,clear sky
569,Bryan,US,30.6744,-96.37,91.49,60,75,19.57,broken clouds
570,Corrente,BR,-3.7367,-43.3394,86.18,53,74,6.73,broken clouds
571,Dargaville,NZ,-35.9333,173.8833,59.22,64,37,8.05,scattered clouds
572,Palana,RU,59.1167,159.9667,28.92,86,39,6.98,scattered clouds
573,Tungawan,PH,7.5081,122.3711,80.29,82,93,12.19,moderate rain
574,Cap Malheureux,MU,-19.9842,57.6142,72.09,91,98,3.0,moderate rain
575,Kautokeino,NO,69.0125,23.0412,36.41,98,100,4.12,overcast clouds
576,Ust-Omchug,RU,61.15,149.6333,1.9,89,26,2.01,scattered clouds
577,Diapaga,BF,12.0708,1.7889,83.89,36,40,6.31,scattered clouds
578,Lompoc,US,34.6391,-120.4579,86.22,58,1,10.36,clear sky
579,Rio Grande,BR,-32.035,-52.0986,66.31,79,97,21.74,overcast clouds
580,Jaciara,BR,-15.9653,-54.9683,91.06,41,96,3.22,overcast clouds
581,Mweka,CD,-4.85,21.5667,69.91,93,99,3.44,light rain
582,Shahr-E Babak,IR,30.1165,55.1186,56.48,28,0,5.75,clear sky
583,Yeniseysk,RU,58.4497,92.1703,27.36,91,63,6.31,broken clouds
584,Certaldo,IT,43.547,11.0402,58.32,90,4,4.7,clear sky
585,Tambura,SS,5.6,27.4667,71.04,95,100,3.29,overcast clouds
586,Grand Gaube,MU,-20.0064,57.6608,72.0,91,98,5.01,moderate rain
587,Jalu,LY,29.0331,21.5482,78.3,27,0,9.33,clear sky
588,Yatou,CN,37.15,122.3833,58.15,45,90,14.56,light rain
589,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,91,100,16.28,overcast clouds
590,Las Cruces,US,32.3123,-106.7783,78.48,16,1,3.0,clear sky
591,Jumla,NP,29.2747,82.1838,50.7,78,1,4.94,clear sky
592,Lyngdal,NO,58.1376,7.07,53.01,80,49,16.82,scattered clouds
593,Mahroni,IN,24.5862,78.7288,75.13,55,5,3.74,clear sky
594,Makakilo City,US,21.3469,-158.0858,86.32,55,1,14.97,clear sky
595,Sete,FR,43.4018,3.6966,61.9,60,6,4.03,clear sky
596,Boende,CD,-0.2167,20.8667,72.55,98,95,2.46,light rain
597,Dongsheng,CN,39.8161,109.9776,36.9,44,0,6.53,clear sky
598,Huamuxtitlan,MX,17.8167,-98.5667,86.99,48,8,4.18,clear sky
599,Rawson,AR,-43.3002,-65.1023,74.88,29,34,14.25,scattered clouds
600,Yar-Sale,RU,66.8333,70.8333,27.46,81,38,9.6,scattered clouds
601,Itarema,BR,-2.9248,-39.9167,79.56,76,8,18.1,clear sky
602,Pulaski,US,34.7668,-92.3001,87.78,50,20,14.97,few clouds
603,Tarauaca,BR,-8.1614,-70.7656,88.18,52,96,3.6,overcast clouds
604,Aleksandrovka,UA,46.8383,32.7612,47.52,50,1,6.51,clear sky
605,Severnyy,RU,50.677,36.5532,42.84,65,96,6.71,light rain
606,Severodvinsk,RU,64.5635,39.8302,50.11,93,100,14.09,light rain
607,Sakakah,SA,29.9697,40.2064,81.97,17,3,7.31,clear sky
608,Port Moresby,PG,-9.4431,147.1797,74.62,100,90,5.75,overcast clouds
609,Matara,LK,5.9485,80.5353,78.19,88,81,12.46,broken clouds
610,Juneau,US,58.3019,-134.4197,46.45,92,90,0.0,light rain
611,Zhigansk,RU,66.7697,123.3711,33.62,99,100,12.64,light rain
612,Dhanaura,IN,28.9667,78.25,74.17,56,0,1.21,clear sky
613,Aykhal,RU,66.0,111.5,19.36,94,100,13.73,overcast clouds
614,Shenxian,CN,36.2411,115.6672,49.17,67,39,6.35,light rain
615,Beira,MZ,-19.8436,34.8389,71.58,83,95,18.72,light rain
616,Luena,AO,-11.7833,19.9167,72.86,34,34,1.59,scattered clouds
617,Fukue,JP,32.6881,128.8419,77.56,74,13,2.64,few clouds
618,Biloxi,US,30.396,-88.8853,88.41,72,20,8.05,few clouds
619,Yaring,TH,6.8662,101.3689,77.14,89,29,8.61,scattered clouds
620,Guangyuan,CN,32.442,105.823,51.42,85,100,4.92,overcast clouds
621,Russell,US,32.3502,-85.1999,85.96,55,1,6.91,clear sky
622,Christchurch,NZ,-43.5333,172.6333,60.03,74,100,3.44,overcast clouds
623,Polunochnoye,RU,60.8697,60.4153,27.39,66,100,3.98,overcast clouds
624,Puerto Rico,AR,-26.796,-55.024,72.27,82,34,4.65,scattered clouds
625,San Quintin,MX,30.4833,-115.95,73.11,54,0,10.67,clear sky
626,Lamar,US,33.6668,-95.5836,89.37,56,90,21.85,overcast clouds
627,Palmer,US,42.1584,-72.3287,63.99,69,90,1.01,overcast clouds
628,Alice Springs,AU,-23.7,133.8833,53.15,94,90,12.66,overcast clouds
629,Tukums,LV,56.9669,23.1553,36.75,77,0,7.11,clear sky
630,Puerto Berrio,CO,6.4916,-74.4033,88.63,60,52,2.93,broken clouds
631,Binzhou,CN,37.3667,118.0167,49.06,64,21,7.83,light rain
632,Tulancingo,MX,20.0833,-98.3667,75.54,48,78,5.97,broken clouds
633,Nara,JP,34.6851,135.8049,72.97,73,0,2.82,clear sky
634,Catamarca,AR,-28.4696,-65.7852,81.77,45,54,3.0,broken clouds
635,Takoradi,GH,4.8845,-1.7554,76.68,90,100,11.83,light rain
636,Toora-Khem,RU,52.4675,96.11,28.56,68,34,0.45,scattered clouds
637,Alekseyevsk,RU,57.8406,108.3492,34.88,99,100,5.01,moderate rain
638,Cairns,AU,-16.9167,145.7667,71.55,78,40,10.36,scattered clouds
639,Inverness,GB,57.4791,-4.224,52.99,81,75,1.99,broken clouds
640,Alyangula,AU,-13.8483,136.4192,69.67,94,100,4.61,overcast clouds
641,Auki,SB,-8.7676,160.7034,78.03,85,100,3.27,light rain
642,Daytona Beach,US,29.2108,-81.0228,81.25,61,40,14.97,scattered clouds
643,Katsina,NG,12.9894,7.6006,83.88,18,100,2.91,overcast clouds
644,Semnan,IR,35.5729,53.3971,54.18,47,0,0.83,clear sky
645,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.39,81,1,13.8,clear sky
646,Burevestnik,RU,56.144,43.7883,50.76,71,90,2.24,overcast clouds
647,Strezhevoy,RU,60.7333,77.5889,24.78,73,8,7.23,clear sky
648,Pilibhit,IN,28.6333,79.8,71.1,68,0,2.53,clear sky
649,Terney,RU,45.0503,136.6092,48.6,67,54,13.51,broken clouds
650,Wattegama,LK,6.7989,81.4808,77.92,80,100,6.24,overcast clouds
651,Talipparamba,IN,12.05,75.35,75.09,96,74,2.66,broken clouds
652,Luau,AO,-10.7073,22.2247,81.25,29,98,2.35,overcast clouds
653,Namwala,ZM,-15.7504,26.4384,82.71,22,69,4.45,broken clouds
654,Hofn,IS,64.2539,-15.2082,42.51,69,62,12.08,broken clouds
655,Mysliborz,PL,52.9238,14.8679,48.81,61,47,6.78,scattered clouds
656,Ilheus,BR,-14.7889,-39.0494,78.62,89,75,5.75,broken clouds
657,Lodja,CD,-3.4833,23.4333,70.81,97,100,2.15,light rain
658,Ulladulla,AU,-35.35,150.4667,50.9,80,100,10.07,overcast clouds
659,San Pedro,PH,14.35,121.0167,80.35,89,20,2.3,few clouds
660,Rorvik,NO,64.8621,11.2373,50.31,81,54,14.81,broken clouds
661,Sisimiut,GL,66.9395,-53.6735,34.77,76,99,7.18,overcast clouds
662,Aguada De Pasajeros,CU,22.385,-80.8508,82.54,65,85,4.07,moderate rain
663,Maceio,BR,-9.6658,-35.7353,80.04,83,20,9.22,few clouds
664,Quang Ngai,VN,15.1167,108.8,75.96,93,97,3.96,overcast clouds
665,Anloga,GH,5.7947,0.8973,79.02,83,35,12.15,scattered clouds
666,Zhangye,CN,38.9342,100.4517,47.23,35,0,3.51,clear sky
667,Bairnsdale,AU,-37.8333,147.6167,43.47,91,10,5.46,clear sky
668,Pimentel,PE,-6.8367,-79.9342,66.49,72,0,19.57,clear sky
669,Luba,GQ,3.4568,8.5547,78.06,85,100,1.03,overcast clouds
670,Westport,US,41.1415,-73.3579,66.34,90,90,1.01,overcast clouds
671,Namanyere,TZ,-7.5167,31.05,72.3,36,64,5.35,broken clouds
672,Riyadh,SA,24.6877,46.7219,80.74,17,0,5.48,clear sky
673,Matagami,CA,49.7502,-77.6328,60.91,100,90,10.36,overcast clouds
674,Rumford,US,44.5537,-70.5509,61.72,74,100,4.41,overcast clouds
675,Atambua,ID,-9.1061,124.8925,73.11,78,98,2.57,overcast clouds
676,Acapulco,MX,16.8634,-99.8901,85.82,70,40,9.22,scattered clouds
677,Bodden Town,KY,19.2833,-81.25,87.98,70,20,4.0,few clouds
678,Mesto Albrechtice,CZ,50.1629,17.5748,42.91,62,84,2.55,broken clouds
679,Oyama,JP,36.3,139.8,73.58,79,8,3.51,clear sky
680,Zhuhai,CN,22.2769,113.5678,82.06,89,20,9.22,light rain
681,Bojnurd,IR,37.4747,57.329,37.35,56,0,2.3,clear sky
682,Havoysund,NO,70.9963,24.6622,45.48,87,100,7.72,overcast clouds
683,Gat,IL,31.61,34.7642,72.81,64,0,5.53,clear sky
684,Shiyan,CN,32.6475,110.7781,51.12,94,100,1.54,overcast clouds
685,Avdon,RU,54.6667,55.7167,43.92,87,75,4.47,broken clouds
686,Newton,US,42.337,-71.2092,63.03,83,90,4.0,overcast clouds
687,Diamantino,BR,-14.4086,-56.4461,92.43,38,66,1.14,broken clouds
688,Novomykolayivka,UA,47.9781,35.9102,50.25,52,8,9.1,clear sky
689,Berezovyy,RU,51.6667,135.7,36.63,93,100,3.27,overcast clouds
690,Belyy Yar,RU,53.6039,91.3903,40.89,65,0,4.47,clear sky
691,Nago,JP,26.5881,127.9761,83.25,86,100,19.64,overcast clouds
692,Barcelos,PT,41.5388,-8.6151,70.84,45,73,6.04,broken clouds
693,Port Washington,US,40.8257,-73.6982,67.64,83,75,3.0,broken clouds
694,Raga,SS,8.4596,25.678,73.06,87,98,4.97,overcast clouds
695,Pandan,PH,14.0453,124.1694,80.76,84,68,13.38,broken clouds
696,Kenora,CA,49.8167,-94.4337,60.78,94,75,5.75,broken clouds
697,Unai,BR,-16.3575,-46.9061,79.63,58,84,3.49,light rain
698,Lufilufi,WS,-13.8745,-171.5986,83.98,77,98,10.25,overcast clouds
699,Camopi,GF,3.1655,-52.3158,83.28,63,76,3.36,broken clouds
700,Hailar,CN,49.2,119.7,36.19,76,0,9.46,clear sky
701,Amga,RU,60.8953,131.9608,32.7,98,100,5.68,snow
702,Gisborne,NZ,-38.6533,178.0042,57.94,72,7,5.03,clear sky
703,Gillette,US,44.2911,-105.5022,61.03,38,1,11.01,clear sky
704,Talaya,RU,61.3833,152.75,5.14,87,5,1.99,clear sky
